,Municipality,Month,FTA Warrants,VOP Warrants,OTI Warrants,Total Warrants,Warrants with LEA,Issued Warrants,Served Warrants  For Month,Warrants Foreign Served
1008,Wethersfield,Jun,58,7,0,65,50,5,7,2
1009,Willington,Jun,28,4,0,32,21,2,4,1
1010,Wilton,Jun,24,0,0,24,16,0,2,2
1011,Winchester,Jun,94,5,0,99,25,13,7,6
1012,Windham,Jun,652,141,19,812,251,20,32,17
1013,Windsor,Jun,129,19,1,149,86,16,17,14
1014,Windsor Locks,Jun,49,7,0,56,36,2,5,4
1015,Wolcott,Jun,47,9,0,56,21,1,7,6
1016,Woodbridge,Jun,8,2,0,10,2,1,0,0
1017,Woodbury,Jun,27,2,0,29,21,2,1,0
1018,Woodstock,Jun,13,5,2,20,14,0,3,0
1019,Grand Total,Jun,32564,5108,84,37756,13702,1475,2220,1104
1020,Andover,Jul,1,0,0,1,1,0,0,0
1021,Ansonia,Jul,221,29,0,250,111,8,11,8
1022,Ashford,Jul,30,4,1,35,22,0,8,5
1023,Avon,Jul,16,1,0,17,6,0,0,0
1024,Barkhamsted,Jul,7,1,0,8,4,0,1,1
1025,Beacon Falls,Jul,18,9,0,27,22,1,2,0
1026,Berlin,Jul,34,10,0,44,39,3,1,1
1027,Bethany,Jul,12,0,0,12,8,1,0,0
1028,Bethel,Jul,73,10,0,83,32,2,5,1
1029,Bethlehem,Jul,8,0,0,8,5,1,6,4
1030,Bloomfield,Jul,93,25,0,118,51,17,13,7
1031,Bolton,Jul,9,1,0,10,7,0,2,1
1032,Bozrah,Jul,2,0,0,2,0,1,0,0
1033,Branford,Jul,142,24,0,166,57,5,10,9
1034,Bridgeport,Jul,4289,607,1,4897,746,171,180,85
1035,Bridgewater,Jul,4,1,0,5,4,1,0,0
1036,Bristol,Jul,438,41,1,480,174,26,43,24
1037,Brookfield,Jul,41,6,0,47,39,4,0,0
1038,Brooklyn,Jul,34,5,1,40,24,0,4,1
1039,Burlington,Jul,12,1,0,13,5,3,1,1
1040,Canaan,Jul,3,0,0,3,1,0,0,0
1041,Canterbury,Jul,3,2,1,6,3,0,1,0
1042,Canton,Jul,12,1,0,13,9,0,1,1
1043,Chaplin,Jul,8,5,2,15,14,0,0,0
1044,Cheshire,Jul,41,4,0,45,27,2,1,0
1045,Chester,Jul,5,0,0,5,3,0,0,0
1046,Clinton,Jul,45,10,0,55,45,2,2,2
1047,Colchester,Jul,21,6,0,27,18,1,7,6
1048,Colebrook,Jul,0,0,0,0,0,0,0,0
1049,Columbia,Jul,6,2,0,8,8,0,0,0
1050,Cornwall,Jul,1,0,0,1,1,0,0,0
1051,Coventry,Jul,31,3,0,34,21,5,2,2
1052,Cromwell,Jul,20,0,0,20,3,0,3,2
1053,Danbury,Jul,1885,148,4,2037,806,25,26,10
1054,Darien,Jul,28,2,0,30,9,0,5,4
1055,Deep River,Jul,18,4,0,22,16,0,1,1
1056,Derby,Jul,147,19,0,166,131,4,8,2
1057,Durham,Jul,7,1,0,8,2,0,0,0
1058,East Granby,Jul,12,1,0,13,11,1,0,0
1059,East Haddam,Jul,21,2,0,23,20,4,1,0
1060,East Hampton,Jul,25,8,0,33,19,5,3,1
1061,East Hartford,Jul,520,107,7,634,148,24,42,23
1062,East Haven,Jul,195,35,0,230,53,13,17,7
1063,East Lyme,Jul,55,5,0,60,46,1,7,5
1064,East Windsor,Jul,56,10,1,67,35,5,9,3
1065,Eastford,Jul,5,2,0,7,5,0,0,0
1066,Easton,Jul,11,0,0,11,9,0,0,0
1067,Ellington,Jul,30,5,0,35,27,3,0,0
1068,Enfield,Jul,187,32,1,220,195,4,31,19
1069,Essex,Jul,11,0,0,11,3,0,0,0
1070,Fairfield,Jul,163,24,0,187,74,8,8,4
1071,Farmington,Jul,24,0,0,24,20,2,2,1
1072,Franklin,Jul,1,1,0,2,0,0,0,0
1073,Glastonbury,Jul,36,3,0,39,26,2,5,4
1074,Goshen,Jul,0,0,0,0,0,0,0,0
1075,Granby,Jul,20,2,0,22,14,1,0,0
1076,Greenwich,Jul,184,24,1,209,27,1,2,0
1077,Griswold,Jul,37,12,0,49,37,2,5,4
1078,Groton,Jul,466,41,0,507,170,25,18,12
1079,Guilford,Jul,34,8,0,42,15,0,0,0
1080,Haddam,Jul,13,3,0,16,5,1,1,0
1081,Hamden,Jul,324,51,0,375,105,22,33,14
1082,Hampton,Jul,7,3,0,10,5,0,1,1
1083,Hartford,Jul,2329,622,8,2959,1783,197,232,111
1084,Hartland,Jul,3,0,0,3,2,0,0,0
1085,Harwinton,Jul,4,0,0,4,4,0,0,0
1086,Hebron,Jul,9,2,0,11,6,1,0,0
1087,Kent,Jul,5,1,0,6,5,0,2,2
1088,Killingly,Jul,139,32,1,172,125,10,6,2
1089,Killingworth,Jul,7,0,0,7,2,0,1,1
1090,Lebanon,Jul,10,6,0,16,15,0,3,2
1091,Ledyard,Jul,91,9,0,100,57,3,12,6
1092,Lisbon,Jul,9,3,0,12,11,0,1,1
1093,Litchfield,Jul,13,3,0,16,9,0,3,3
1094,Lyme,Jul,5,3,0,8,4,0,0,0
1095,Madison,Jul,59,7,0,66,26,0,6,6
1096,Manchester,Jul,390,100,1,491,169,13,40,22
1097,Mansfield,Jul,56,8,0,64,37,2,0,0
1098,Marlborough,Jul,7,2,0,9,7,1,0,0
1099,Meriden,Jul,512,129,0,641,306,40,42,22
1100,Middlebury,Jul,10,0,0,10,1,1,0,0
1101,Middlefield,Jul,9,1,0,10,9,0,0,0
1102,Middletown,Jul,315,34,0,349,98,22,36,22
1103,Milford,Jul,143,18,0,161,63,9,16,12
1104,Monroe,Jul,33,3,0,36,20,1,5,3
1105,Montville,Jul,95,20,0,115,60,4,5,4
1106,Morris,Jul,2,2,0,4,3,0,2,0
1107,Naugatuck,Jul,232,31,1,264,141,21,17,7
1108,New Britain,Jul,891,228,1,1120,268,51,110,51
1109,New Canaan,Jul,39,2,0,41,18,0,0,0
1110,New Fairfield,Jul,37,1,1,39,30,1,1,1
1111,New Hartford,Jul,10,6,0,16,11,2,5,3
1112,New Haven,Jul,3820,730,1,4551,1803,132,236,131
1113,New London,Jul,1093,118,1,1212,122,29,55,37
1114,New Milford,Jul,135,10,0,145,89,9,15,8
1115,Newington,Jul,53,14,0,67,57,7,3,1
1116,Newtown,Jul,62,5,0,67,56,2,5,1
1117,Norfolk,Jul,5,1,0,6,6,0,0,0
1118,North Branford,Jul,24,4,0,28,8,2,1,1
1119,North Canaan,Jul,21,1,0,22,18,2,1,1
1120,North Haven,Jul,53,9,0,62,13,1,1,1
1121,North Stonington,Jul,18,4,0,22,18,0,0,0
1122,Norwalk,Jul,1762,125,0,1887,173,34,49,19
1123,Norwich,Jul,434,143,2,579,125,24,56,32
1124,Old Lyme,Jul,17,0,0,17,4,2,6,6
1125,Old Saybrook,Jul,47,7,0,54,23,5,1,1
1126,Orange,Jul,22,0,0,22,12,0,1,1
1127,Oxford,Jul,36,5,0,41,32,0,6,4
1128,Plainfield,Jul,86,17,3,106,43,6,14,11
1129,Plainville,Jul,90,9,0,99,40,5,0,0
1130,Plymouth,Jul,65,2,0,67,23,4,10,7
1131,Pomfret,Jul,13,10,0,23,8,1,0,0
1132,Portland,Jul,24,8,0,32,18,3,1,0
1133,Preston,Jul,13,3,0,16,13,0,0,0
1134,Prospect,Jul,17,2,0,19,16,0,3,2
1135,Putnam,Jul,120,27,1,148,86,4,6,4
1136,Redding,Jul,17,1,0,18,13,0,0,0
1137,Ridgefield,Jul,47,6,0,53,29,3,0,0
1138,Rocky Hill,Jul,38,5,0,43,11,1,4,3
1139,Roxbury,Jul,1,0,0,1,1,0,0,0
1140,Salem,Jul,19,3,0,22,16,1,0,0
1141,Salisbury,Jul,7,4,0,11,9,0,1,1
1142,Scotland,Jul,6,1,0,7,3,0,0,0
1143,Seymour,Jul,64,7,0,71,46,3,1,1
1144,Sharon,Jul,6,1,0,7,6,0,0,0
1145,Shelton,Jul,127,23,0,150,48,3,6,4
1146,Sherman,Jul,6,2,0,8,8,0,0,0
1147,Simsbury,Jul,21,5,0,26,22,0,1,0
1148,Somers,Jul,14,3,0,17,12,2,2,2
1149,South Windsor,Jul,29,9,1,39,18,2,9,9
1150,Southbury,Jul,20,1,0,21,17,1,6,3
1151,Southington,Jul,99,12,1,112,62,5,10,8
1152,Sprague,Jul,8,12,1,21,12,2,5,4
1153,Stafford,Jul,74,10,1,85,62,4,5,3
1154,Stamford,Jul,2372,275,3,2650,530,22,45,19
1155,Sterling,Jul,26,2,1,29,14,1,0,0
1156,Stonington,Jul,106,15,0,121,38,3,9,7
1157,Stratford,Jul,345,69,0,414,63,13,32,17
1158,Suffield,Jul,22,4,0,26,18,1,0,0
1159,Thomaston,Jul,14,4,0,18,9,1,2,1
1160,Thompson,Jul,68,26,4,98,43,2,2,0
1161,Tolland,Jul,38,2,0,40,30,2,3,1
1162,Torrington,Jul,262,38,1,301,180,22,42,16
1163,Trumbull,Jul,80,10,0,90,37,6,0,0
1164,Union,Jul,2,0,0,2,2,0,0,0
1165,Vernon,Jul,158,36,1,195,106,13,16,9
1166,Voluntown,Jul,4,4,0,8,6,1,0,0
1167,Wallingford,Jul,93,23,1,117,28,13,9,4
1168,Warren,Jul,0,0,0,0,0,0,0,0
1169,Washington,Jul,10,0,0,10,9,0,3,0
1170,Waterbury,Jul,2487,306,5,2798,1465,138,210,87
1171,Waterford,Jul,43,7,0,50,9,5,4,4
1172,Watertown,Jul,50,9,0,59,43,7,7,5
1173,West Hartford,Jul,104,17,0,121,77,7,16,7
1174,West Haven,Jul,656,62,0,718,209,32,37,21
1175,Westbrook,Jul,27,4,0,31,27,0,4,2
1176,Weston,Jul,18,0,0,18,10,0,0,0
1177,Westport,Jul,61,5,0,66,48,4,8,6
1178,Wethersfield,Jul,64,8,0,72,53,8,1,1
1179,Willington,Jul,27,3,0,30,20,2,3,1
1180,Wilton,Jul,25,0,0,25,16,0,0,0
1181,Winchester,Jul,89,6,0,95,27,4,13,8
1182,Windham,Jul,663,141,18,822,255,18,23,13
1183,Windsor,Jul,126,24,1,151,85,7,10,6
1184,Windsor Locks,Jul,50,6,0,56,34,0,6,5
1185,Wolcott,Jul,46,7,0,53,19,4,8,7
1186,Woodbridge,Jul,9,2,0,11,3,1,1,1
1187,Woodbury,Jul,27,1,0,28,20,1,2,0
1188,Woodstock,Jul,17,5,2,24,15,4,1,1
1189,Grand Total,Jul,32488,5114,83,37685,13582,1427,2111,1112
1190,Andover,Aug,1,0,0,1,1,0,1,1
1191,Ansonia,Aug,216,34,0,250,108,13,23,8
1192,Ashford,Aug,23,4,1,28,21,0,7,3
1193,Avon,Aug,16,1,0,17,6,0,0,0
1194,Barkhamsted,Aug,9,1,0,10,4,2,0,0
1195,Beacon Falls,Aug,20,8,0,28,24,2,1,0
1196,Berlin,Aug,35,6,0,41,37,3,9,7
1197,Bethany,Aug,15,0,0,15,8,3,1,1
1198,Bethel,Aug,75,9,0,84,32,6,2,2
1199,Bethlehem,Aug,11,0,0,11,5,4,1,1
1200,Bloomfield,Aug,89,24,0,113,46,7,13,8
1201,Bolton,Aug,5,1,0,6,6,0,4,3
1202,Bozrah,Aug,1,1,0,2,0,1,4,2
1203,Branford,Aug,149,23,0,172,58,13,15,7
1204,Bridgeport,Aug,4269,604,1,4874,752,144,211,107
1205,Bridgewater,Aug,3,1,0,4,4,0,1,1
1206,Bristol,Aug,448,43,1,492,165,37,28,19
1207,Brookfield,Aug,40,6,0,46,37,2,5,5
1208,Brooklyn,Aug,33,5,1,39,23,2,6,5
1209,Burlington,Aug,10,1,0,11,4,1,2,0
1210,Canaan,Aug,2,0,0,2,1,0,1,1
1211,Canterbury,Aug,3,3,1,7,3,1,2,2
1212,Canton,Aug,13,2,0,15,9,2,1,1
1213,Chaplin,Aug,8,5,2,15,14,0,0,0
1214,Cheshire,Aug,41,1,0,42,25,3,6,5
1215,Chester,Aug,5,2,0,7,3,2,0,0
1216,Clinton,Aug,47,9,0,56,44,3,4,1
1217,Colchester,Aug,22,11,0,33,20,7,3,3
1218,Colebrook,Aug,0,0,0,0,0,0,0,0
1219,Columbia,Aug,6,2,0,8,8,0,0,0
1220,Cornwall,Aug,1,0,0,1,1,0,0,0
1221,Coventry,Aug,28,3,0,31,21,1,4,4
1222,Cromwell,Aug,22,0,0,22,3,2,0,0
1223,Danbury,Aug,1851,145,4,2000,802,39,30,15
1224,Darien,Aug,27,2,0,29,9,2,3,3
1225,Deep River,Aug,19,4,0,23,16,1,0,0
1226,Derby,Aug,142,20,0,162,128,7,7,5
1227,Durham,Aug,7,1,0,8,2,0,0,0
1228,East Granby,Aug,10,1,0,11,10,0,2,2
1229,East Haddam,Aug,21,2,0,23,20,0,0,0
1230,East Hampton,Aug,25,5,0,30,19,0,4,3
1231,East Hartford,Aug,526,108,7,641,143,41,48,24
1232,East Haven,Aug,192,41,0,233,54,13,18,12
1233,East Lyme,Aug,56,4,0,60,46,2,3,0
1234,East Windsor,Aug,53,10,1,64,34,3,15,13
1235,Eastford,Aug,5,3,0,8,5,1,0,0
1236,Easton,Aug,11,0,0,11,9,0,0,0
1237,Ellington,Aug,31,5,0,36,27,1,4,2
1238,Enfield,Aug,186,33,1,220,189,8,16,8
1239,Essex,Aug,11,0,0,11,3,0,0,0
1240,Fairfield,Aug,160,22,0,182,74,2,6,3
1241,Farmington,Aug,21,0,0,21,21,0,1,1
1242,Franklin,Aug,1,1,0,2,0,0,0,0
1243,Glastonbury,Aug,39,3,0,42,25,4,1,1
1244,Goshen,Aug,0,0,0,0,0,0,0,0
1245,Granby,Aug,21,2,0,23,14,2,1,0
1246,Greenwich,Aug,183,24,0,207,27,2,4,4
1247,Griswold,Aug,39,11,0,50,37,2,7,7
1248,Groton,Aug,459,39,0,498,168,20,38,23
1249,Guilford,Aug,35,9,0,44,15,2,0,0
1250,Haddam,Aug,15,2,0,17,4,4,3,2
1251,Hamden,Aug,326,53,0,379,106,24,24,14
1252,Hampton,Aug,6,3,0,9,4,0,1,1
1253,Hartford,Aug,2331,584,8,2923,1718,161,271,125
1254,Hartland,Aug,3,0,0,3,2,0,0,0
1255,Harwinton,Aug,5,0,0,5,4,1,0,0
1256,Hebron,Aug,10,2,0,12,6,1,0,0
1257,Kent,Aug,5,2,0,7,6,2,0,0
1258,Killingly,Aug,135,32,1,168,123,9,16,9
1259,Killingworth,Aug,7,0,0,7,2,0,0,0
1260,Lebanon,Aug,10,6,0,16,15,0,2,1
1261,Ledyard,Aug,90,9,0,99,56,4,9,6
1262,Lisbon,Aug,8,3,0,11,11,0,2,1
1263,Litchfield,Aug,14,5,0,19,9,5,4,2
1264,Lyme,Aug,5,3,0,8,4,0,0,0
1265,Madison,Aug,55,7,0,62,25,1,4,4
1266,Manchester,Aug,395,99,1,495,165,28,44,21
1267,Mansfield,Aug,54,8,0,62,35,3,4,1
1268,Marlborough,Aug,5,1,0,6,6,0,3,2
1269,Meriden,Aug,514,127,0,641,301,46,64,31
1270,Middlebury,Aug,11,0,0,11,1,1,1,0
1271,Middlefield,Aug,9,1,0,10,9,0,0,0
1272,Middletown,Aug,315,42,0,357,102,23,29,12
1273,Milford,Aug,153,24,0,177,65,18,12,8
1274,Monroe,Aug,35,4,0,39,19,5,8,6
1275,Montville,Aug,95,20,0,115,61,9,7,4
1276,Morris,Aug,2,2,0,4,3,0,0,0
1277,Naugatuck,Aug,239,35,1,275,136,29,34,16
1278,New Britain,Aug,902,223,1,1126,259,58,72,33
1279,New Canaan,Aug,38,2,0,40,18,0,1,0
1280,New Fairfield,Aug,38,1,1,40,31,1,0,0
1281,New Hartford,Aug,12,6,0,18,11,2,0,0
1282,New Haven,Aug,3861,743,1,4605,1832,215,224,118
1283,New London,Aug,1119,125,1,1245,122,65,46,19
1284,New Milford,Aug,128,7,0,135,81,2,17,12
1285,Newington,Aug,56,16,0,72,56,8,7,6
1286,Newtown,Aug,63,5,0,68,57,5,4,3
1287,Norfolk,Aug,5,1,0,6,6,0,1,0
1288,North Branford,Aug,23,7,0,30,8,2,1,0
1289,North Canaan,Aug,20,1,0,21,18,0,1,0
1290,North Haven,Aug,60,11,0,71,14,13,5,3
1291,North Stonington,Aug,18,4,0,22,18,1,1,1
1292,Norwalk,Aug,1768,125,0,1893,171,22,32,13
1293,Norwich,Aug,437,148,2,587,122,40,48,24
1294,Old Lyme,Aug,19,0,0,19,4,3,0,0
1295,Old Saybrook,Aug,43,9,0,52,21,4,9,8
1296,Orange,Aug,23,0,0,23,12,1,0,0
1297,Oxford,Aug,35,4,0,39,30,0,2,2
1298,Plainfield,Aug,95,16,3,114,43,8,4,3
1299,Plainville,Aug,89,9,0,98,40,0,3,1
1300,Plymouth,Aug,63,2,0,65,20,5,9,7
1301,Pomfret,Aug,13,8,0,21,6,0,2,1
1302,Portland,Aug,22,8,0,30,18,1,6,3
1303,Preston,Aug,13,3,0,16,12,0,1,0
1304,Prospect,Aug,19,1,0,20,16,2,1,1
1305,Putnam,Aug,118,25,1,144,88,1,8,5
1306,Redding,Aug,17,1,0,18,13,0,0,0
1307,Ridgefield,Aug,44,6,0,50,28,0,0,0
1308,Rocky Hill,Aug,39,5,0,44,11,2,1,0
1309,Roxbury,Aug,1,0,0,1,1,0,1,0
1310,Salem,Aug,19,3,0,22,17,0,1,1
1311,Salisbury,Aug,6,4,0,10,8,0,2,0
1312,Scotland,Aug,6,1,0,7,3,0,0,0
1313,Seymour,Aug,69,6,0,75,47,9,3,3
1314,Sharon,Aug,5,1,0,6,5,0,2,0
1315,Shelton,Aug,127,22,0,149,49,5,11,9
1316,Sherman,Aug,5,0,0,5,5,0,2,1
1317,Simsbury,Aug,21,5,0,26,22,0,0,0
1318,Somers,Aug,16,3,0,19,12,1,3,1
1319,South Windsor,Aug,31,9,1,41,18,2,5,5
1320,Southbury,Aug,20,1,0,21,17,1,1,0
1321,Southington,Aug,102,16,1,119,63,6,6,6
1322,Sprague,Aug,7,11,1,19,12,0,3,2
1323,Stafford,Aug,78,9,1,88,60,6,9,3
1324,Stamford,Aug,2405,277,3,2685,543,65,62,14
1325,Sterling,Aug,26,2,1,29,14,0,0,0
1326,Stonington,Aug,112,15,0,127,38,9,4,1
1327,Stratford,Aug,345,73,0,418,62,17,22,14
1328,Suffield,Aug,19,4,0,23,18,0,3,0
1329,Thomaston,Aug,14,4,0,18,9,0,1,1
1330,Thompson,Aug,67,26,4,97,42,1,2,1
1331,Tolland,Aug,36,1,0,37,28,2,6,3
1332,Torrington,Aug,271,37,1,309,179,23,43,21
1333,Trumbull,Aug,72,9,0,81,34,0,12,7
1334,Union,Aug,2,0,0,2,2,0,0,0
1335,Vernon,Aug,157,35,1,193,104,11,22,11
1336,Voluntown,Aug,5,4,0,9,6,1,0,0
1337,Wallingford,Aug,96,28,1,125,31,18,14,13
1338,Warren,Aug,0,0,0,0,0,0,0,0
1339,Washington,Aug,10,0,0,10,9,0,0,0
1340,Waterbury,Aug,2529,331,5,2865,1459,241,229,100
1341,Waterford,Aug,50,4,0,54,10,3,4,4
1342,Watertown,Aug,49,9,0,58,50,6,9,5
1343,West Hartford,Aug,102,15,0,117,70,3,12,6
1344,West Haven,Aug,666,58,0,724,210,28,38,21
1345,Westbrook,Aug,27,4,0,31,27,0,4,3
1346,Weston,Aug,18,0,0,18,10,0,0,0
1347,Westport,Aug,63,5,0,68,48,2,0,0
1348,Wethersfield,Aug,68,11,0,79,51,8,2,1
1349,Willington,Aug,26,3,0,29,19,0,1,0
1350,Wilton,Aug,24,0,0,24,15,1,0,0
1351,Winchester,Aug,83,5,0,88,26,5,15,3
1352,Windham,Aug,665,131,19,815,253,11,25,14
1353,Windsor,Aug,123,21,1,145,81,13,24,12
1354,Windsor Locks,Aug,46,5,0,51,30,2,5,3
1355,Wolcott,Aug,45,7,0,52,17,4,4,1
1356,Woodbridge,Aug,8,2,0,10,3,0,1,1
1357,Woodbury,Aug,21,1,0,22,19,0,6,2
1358,Woodstock,Aug,16,5,2,23,15,0,1,0
1359,Grand Total,Aug,32628,5124,83,37835,13445,1752,2231,1145
1360,Andover,Sep,1,0,0,1,1,0,0,0
1361,Ansonia,Sep,227,25,0,252,107,18,33,21
1362,Ashford,Sep,25,4,1,30,21,2,2,2
1363,Avon,Sep,16,4,0,20,7,3,0,0
1364,Barkhamsted,Sep,10,1,0,11,3,2,0,0
1365,Beacon Falls,Sep,20,8,0,28,21,3,3,1
1366,Berlin,Sep,33,6,0,39,36,1,4,3
1367,Bethany,Sep,19,0,0,19,8,6,2,1
1368,Bethel,Sep,73,8,0,81,31,4,9,7
1369,Bethlehem,Sep,11,0,0,11,5,2,5,3
1370,Bloomfield,Sep,91,20,0,111,52,13,18,11
1371,Bolton,Sep,6,1,0,7,7,1,1,1
1372,Bozrah,Sep,1,0,0,1,0,0,1,1
1373,Branford,Sep,155,23,0,178,59,15,10,1
1374,Bridgeport,Sep,4233,598,1,4832,749,139,180,89
1375,Bridgewater,Sep,3,1,0,4,4,0,0,0
1376,Bristol,Sep,430,42,1,473,161,22,55,29
1377,Brookfield,Sep,38,6,0,44,33,3,3,2
1378,Brooklyn,Sep,33,8,1,42,25,3,1,1
1379,Burlington,Sep,6,1,0,7,4,0,5,4
1380,Canaan,Sep,2,0,0,2,1,0,0,0
1381,Canterbury,Sep,3,4,1,8,4,1,0,0
1382,Canton,Sep,13,2,0,15,9,1,1,1
1383,Chaplin,Sep,9,5,2,16,14,1,0,0
1384,Cheshire,Sep,41,1,0,42,25,1,0,0
1385,Chester,Sep,5,2,0,7,5,0,0,0
1386,Clinton,Sep,44,9,0,53,43,0,2,1
1387,Colchester,Sep,22,4,0,26,17,0,8,4
1388,Colebrook,Sep,0,0,0,0,0,0,0,0
1389,Columbia,Sep,6,2,0,8,8,0,0,0
1390,Cornwall,Sep,1,0,0,1,1,0,0,0
1391,Coventry,Sep,28,3,0,31,23,0,2,1
1392,Cromwell,Sep,21,0,0,21,2,3,2,1
1393,Danbury,Sep,1793,145,4,1942,797,28,36,12
1394,Darien,Sep,23,2,0,25,9,0,2,1
1395,Deep River,Sep,19,4,0,23,16,0,0,0
1396,Derby,Sep,145,19,0,164,127,9,9,9
1397,Durham,Sep,7,1,0,8,1,1,1,0
1398,East Granby,Sep,8,1,0,9,8,0,2,2
1399,East Haddam,Sep,22,3,0,25,22,2,0,0
1400,East Hampton,Sep,24,4,0,28,17,1,3,2
1401,East Hartford,Sep,525,109,8,642,146,38,45,26
1402,East Haven,Sep,194,40,0,234,53,12,16,9
1403,East Lyme,Sep,56,4,0,60,44,5,6,5
1404,East Windsor,Sep,52,10,1,63,33,1,4,3
1405,Eastford,Sep,5,2,0,7,5,0,1,0
1406,Easton,Sep,11,0,0,11,9,0,0,0
1407,Ellington,Sep,30,5,0,35,26,1,1,1
1408,Enfield,Sep,187,35,1,223,189,9,11,7
1409,Essex,Sep,11,0,0,11,3,0,1,0
1410,Fairfield,Sep,162,21,0,183,73,5,2,2
1411,Farmington,Sep,23,0,0,23,22,2,1,1
1412,Franklin,Sep,1,1,0,2,0,0,0,0
1413,Glastonbury,Sep,42,3,0,45,25,5,2,1
1414,Goshen,Sep,3,0,0,3,1,3,0,0
1415,Granby,Sep,19,2,0,21,15,0,4,1
1416,Greenwich,Sep,183,24,0,207,27,1,1,1
1417,Griswold,Sep,40,11,0,51,37,1,0,0
1418,Groton,Sep,464,41,0,505,167,16,13,11
1419,Guilford,Sep,36,8,0,44,16,1,1,0
1420,Haddam,Sep,16,1,0,17,8,2,2,1
1421,Hamden,Sep,314,54,0,368,102,21,39,23
1422,Hampton,Sep,7,3,0,10,4,1,0,0
1423,Hartford,Sep,2329,595,8,2932,1806,208,288,137
1424,Hartland,Sep,3,1,0,4,2,1,1,1
1425,Harwinton,Sep,5,0,0,5,4,0,1,0
1426,Hebron,Sep,10,2,0,12,6,0,0,0
1427,Kent,Sep,6,1,0,7,7,1,1,1
1428,Killingly,Sep,133,32,1,166,124,2,9,5
1429,Killingworth,Sep,7,0,0,7,2,0,1,0
1430,Lebanon,Sep,9,6,0,15,15,0,1,1
1431,Ledyard,Sep,91,9,0,100,56,1,3,1
1432,Lisbon,Sep,7,3,0,10,10,0,1,0
1433,Litchfield,Sep,14,3,0,17,9,1,5,4
1434,Lyme,Sep,5,3,0,8,4,0,0,0
1435,Madison,Sep,55,7,0,62,25,1,1,1
1436,Manchester,Sep,392,92,1,485,169,24,49,33
1437,Mansfield,Sep,52,8,0,60,35,0,4,2
1438,Marlborough,Sep,9,1,0,10,7,4,0,0
1439,Meriden,Sep,506,140,0,646,300,41,46,19
1440,Middlebury,Sep,12,0,0,12,1,1,0,0
1441,Middlefield,Sep,9,3,0,12,11,2,0,0
1442,Middletown,Sep,317,44,0,361,110,18,19,13
1443,Milford,Sep,146,17,0,163,65,2,16,10
1444,Monroe,Sep,32,3,0,35,18,1,3,2
1445,Montville,Sep,88,24,0,112,61,5,7,5
1446,Morris,Sep,4,4,0,8,3,4,0,0
1447,Naugatuck,Sep,229,24,1,254,132,14,44,29
1448,New Britain,Sep,885,218,1,1104,268,41,87,41
1449,New Canaan,Sep,37,2,0,39,17,0,1,0
1450,New Fairfield,Sep,39,1,1,41,32,1,0,0
1451,New Hartford,Sep,11,6,0,17,11,0,1,0
1452,New Haven,Sep,3839,725,1,4565,1811,193,273,116
1453,New London,Sep,1097,125,1,1223,121,26,55,24
1454,New Milford,Sep,139,7,0,146,90,14,8,5
1455,Newington,Sep,58,13,0,71,56,3,5,0
1456,Newtown,Sep,63,5,0,68,55,2,2,2
1457,Norfolk,Sep,5,1,0,6,6,0,4,3
1458,North Branford,Sep,22,4,0,26,8,0,4,2
1459,North Canaan,Sep,20,1,0,21,19,2,2,2
1460,North Haven,Sep,64,9,0,73,16,8,4,2
1461,North Stonington,Sep,21,4,0,25,18,3,0,0
1462,Norwalk,Sep,1729,125,0,1854,172,22,62,24
1463,Norwich,Sep,435,139,2,576,120,25,55,36
1464,Old Lyme,Sep,16,0,0,16,4,0,3,2
1465,Old Saybrook,Sep,43,8,0,51,21,3,4,3
1466,Orange,Sep,23,2,0,25,12,2,2,2
1467,Oxford,Sep,35,3,0,38,28,2,2,1
1468,Plainfield,Sep,86,16,3,105,43,2,13,9
1469,Plainville,Sep,89,8,0,97,39,4,8,5
1470,Plymouth,Sep,63,3,0,66,19,6,5,4
1471,Pomfret,Sep,13,8,0,21,6,0,0,0
1472,Portland,Sep,22,8,0,30,19,2,1,1
1473,Preston,Sep,11,3,0,14,13,0,3,3
1474,Prospect,Sep,20,1,0,21,16,1,0,0
1475,Putnam,Sep,116,25,0,141,87,1,6,3
1476,Redding,Sep,17,1,0,18,13,0,0,0
1477,Ridgefield,Sep,41,6,0,47,27,0,4,3
1478,Rocky Hill,Sep,39,5,0,44,11,2,2,1
1479,Roxbury,Sep,1,0,0,1,1,0,1,1
1480,Salem,Sep,20,3,0,23,18,1,1,1
1481,Salisbury,Sep,6,4,0,10,8,0,0,0
1482,Scotland,Sep,7,1,0,8,3,1,0,0
1483,Seymour,Sep,63,9,0,72,47,7,7,4
1484,Sharon,Sep,5,1,0,6,5,0,0,0
1485,Shelton,Sep,126,25,0,151,48,10,9,6
1486,Sherman,Sep,5,0,0,5,5,0,0,0
1487,Simsbury,Sep,21,5,0,26,22,0,0,0
1488,Somers,Sep,16,3,0,19,12,3,6,6
1489,South Windsor,Sep,30,8,1,39,16,1,4,4
1490,Southbury,Sep,19,2,0,21,18,2,4,3
1491,Southington,Sep,109,11,0,120,65,9,11,8
1492,Sprague,Sep,10,13,1,24,11,6,1,1
1493,Stafford,Sep,74,9,0,83,58,3,16,5
1494,Stamford,Sep,2416,279,3,2698,536,52,49,16
1495,Sterling,Sep,27,1,1,29,13,1,4,4
